paperId,fieldOfStudy
ae45efd1098fa53faab40f2802b84fe8c6f38029,Computer Science
a2127b8fd3f25e7f12a74b08f27057d9d4b17125,Medicine
3d9bb53a54a361dfcfc27bb2be6a4ef5f3bef37d,Computer Science
6135bafe057cd27e4b62f7f6362214118629456b,Computer Science
571881e7c3659d98858554ed4b3c26b97bf070fc,Computer Science
7f82fda3dddec7c5a9b317cbe0eed1aaa190d30b,Computer Science
7f82fda3dddec7c5a9b317cbe0eed1aaa190d30b,Medicine
84eca847330bd23ce4e2b274fc3bb86f861f7835,Computer Science
70c268ae031a64107eec624e92317ea9aa0d263e,Computer Science
70c268ae031a64107eec624e92317ea9aa0d263e,Engineering
0f7bb49d1272594cbae597bc2fd6f508daa26a27,Computer Science
2f8b9186e5ef9c2379cff10171106b693359d006,Computer Science
9004d51741a54b8ddd5b058b4020033c9ea84b7a,Computer Science
9db65d3c1f48d53c1b0b734f6d5a8be1a0efa6f8,Computer Science
37fb74bac1695d73b5c325deeeea11ffed469bc5,Computer Science
22835ecc111a2cc5eae38d28453d158cc2118f62,Computer Science
e95dee446a5d77cb4253adfd2231a82f082b3b3f,Computer Science
e95dee446a5d77cb4253adfd2231a82f082b3b3f,Engineering
4254e3c73eeb8d0b9c62408120a2239c0e65576b,Computer Science
c498018836cd5553c39ad08bc4b51b5fdf8a4421,Medicine
c498018836cd5553c39ad08bc4b51b5fdf8a4421,Computer Science
dbc41b23fa6df9adcfeab5fc2d9cc7ad3cf1c6c1,Computer Science
5a934623068ebed6b72995d142d7dc96073e78fa,Medicine
5a934623068ebed6b72995d142d7dc96073e78fa,Computer Science
f26769ec629a8f92b5b29f23558017db6adc0e98,Computer Science
e06bfe725a3763500358d8f2c2f014810ea740ab,Computer Science
bc793edd67abc5de34ad2df9a532acb3a980352b,Medicine
bc793edd67abc5de34ad2df9a532acb3a980352b,Computer Science
38c2454e816bfe2d17ae191eb2e764cebfd79112,Medicine
1f3a5512171ae9a3030c16896db314d2740bcb84,Medicine
98adae1623a6f67de4acccd1358e46d568cd925c,Computer Science
746c7e7f6c27f0e8215c2f174386dabe50c36b5f,Computer Science
b4e241e73c614f4278945dd963b3efcf452953cb,Engineering
fc7c6249432659a3d1cb5bc51ace42e4cb9463ab,Computer Science
994b15dc426e4659f6547a795625404f61b07e28,Computer Science
482cf5b0f65daad98e47776abe27bc8d02826875,Computer Science
e426803ccde29e1e05c40d8d5f0e2aa0db8ef43e,Computer Science
72179a4316186909a844fed24e93ee4e0d188f31,Medicine
2e2d81b2b0ff5c6ee62f9b1147ca20044bfa9c71,Medicine
2e2d81b2b0ff5c6ee62f9b1147ca20044bfa9c71,Computer Science
2cb20633f63726256ef9377db6cde3784da66c5e,Medicine
615fdae376617e47cd717ad6e06460f0580f3f7c,Biology
9a0a3217707a61f538747bc7401049a53ecd207c,Computer Science
5c71558f500b51a2bb4a2c09e28a6a06c2a8d3ba,Computer Science
5c71558f500b51a2bb4a2c09e28a6a06c2a8d3ba,Medicine
55e44841f0e90924488f179099eb3e3377ecf7ae,Medicine
cda9ab5b06f42a310b29de5ac2f209c019333c12,Biology
cda9ab5b06f42a310b29de5ac2f209c019333c12,Medicine
32f20b9831e1e12ba0c2ce6145dda24837acbe63,Computer Science
3b8af0c86dc292999785c93ff06db92280c5677a,Biology
ed39b1957b5cc79d31719c81811dde031e191349,Medicine
d0c3a1164fdc8aa3b8351436fb6e7467a36de5ed,Computer Science
b58dc3deb74fe1e07970e43061f09f3d6ad3b95e,Medicine
aeeb932ea9a2e297af96c84a893f825a822abcd9,Computer Science
aae57c5e3d2d6497b73f8e66f5833ea320eed8ed,Computer Science
64dbea3735e0f96a5d11cc448217b108d5d87bdd,Computer Science
460e7649acff40190d118b132b817c96ef0abc29,Computer Science
ba47ae27a1262b5480080005acdefd0cc0e7a728,Computer Science
2cd23cb3afa7bcbd5de3a653bcc258e7232e8f59,Medicine
f2150de8436a2117c4893a044b55adda7aaf3677,Computer Science
4e94b1e7610d15a15ffb6e4762d55dd84daebf31,Computer Science
f7d0eb75fbe4bf66deb7e68405635cf2a235e4fc,Computer Science
634feec14175fcf5b8dee1e0ead3ceced7d84435,Computer Science
ed1bf02ae37900e058769a1e581a82ef7b0d6681,Computer Science
49d143bb40c8eb127c76462858aa63076e8bf473,Computer Science
0cb722d299e36ff635e4e79cd2f180d16c9b8e42,Computer Science
c87057b7e3d73fe4c9075f3e50dcc2a02452a5cb,Computer Science
02f9b3d5e8d722e98d4f6b8ce524696f0a84dad5,Medicine
90d8ae688ae6dfc03b45c5016be70bca0dafe978,Computer Science
b08c3ddc641d2ee689e7408096fbc6cffe11bd05,Computer Science
0547d6069527ab26c9a587d4997b9760aa84811d,Computer Science
9f5e2491549744b43b4f8920ce7e3e875ea79872,Computer Science
e25969bd50257743d84de8439e2d1a882f4e05f4,Computer Science
41f83748c30c8f43b92a88c80492188b6ebbcc32,Computer Science
8a2c2378d329393169dc9adc8b0696d2c939d7ff,Computer Science
020fb9c92aadc1fd7d936502a7fdf87cea1660a0,Computer Science
b89d63e071b52e151d7ffcd94a7db6266c6d096c,Computer Science
27ee7b71a805c4641db4578a0a4e7f5fa92c04b1,Computer Science
6547f6836861da029980364353bc14e39dbc245d,Computer Science
836209ba0a5a0b44fd47bb19d188e296f6ad87c4,Computer Science
5285febfdc65a830b3c79ce46a66c5a38214651b,Computer Science
fcf7deb75f5f77050270384d39caff0f160dbadd,Computer Science
09cbf37d1d497d57578a822b23ad387dcce3b41b,Medicine
7f55e65c152298ef8bf3251680f63d5efade0669,Computer Science
94c7132ccfbe38709d6711cfe88f1b53d61d3912,Computer Science
94c7132ccfbe38709d6711cfe88f1b53d61d3912,Physics
fc412f6ae372fa187127171999586073ec7801aa,Computer Science
